"","Year","State","FIPS","County_name","State_name","Commodity","Data item","Irrigated","Yield"
"1",2008,31,31019,"BUFFALO","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,173
"2",2008,31,31019,"BUFFALO","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,182
"3",2008,31,31041,"CUSTER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,163
"4",2008,31,31041,"CUSTER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,182
"5",2008,31,31047,"DAWSON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,177
"6",2008,31,31047,"DAWSON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,180
"7",2008,31,31077,"GREELEY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,172
"8",2008,31,31077,"GREELEY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,184
"9",2008,31,31079,"HALL","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,171
"10",2008,31,31079,"HALL","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,175
"11",2008,31,31093,"HOWARD","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,164
"12",2008,31,31093,"HOWARD","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,175
"13",2008,31,31163,"SHERMAN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,170
"14",2008,31,31163,"SHERMAN","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,187
"15",2008,31,31175,"VALLEY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,171
"16",2008,31,31175,"VALLEY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,179
"17",2008,31,31023,"BUTLER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,160
"18",2008,31,31023,"BUTLER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,181
"19",2008,31,31025,"CASS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,144
"20",2008,31,31037,"COLFAX","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,157
"21",2008,31,31037,"COLFAX","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,184
"22",2008,31,31053,"DODGE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,156
"23",2008,31,31053,"DODGE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,176
"24",2008,31,31055,"DOUGLAS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,133
"25",2008,31,31081,"HAMILTON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,192
"26",2008,31,31081,"HAMILTON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,196
"27",2008,31,31109,"LANCASTER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,140
"28",2008,31,31109,"LANCASTER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,170
"29",2008,31,31121,"MERRICK","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,154
"30",2008,31,31121,"MERRICK","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,157
"31",2008,31,31125,"NANCE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,165
"32",2008,31,31125,"NANCE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,185
"33",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,156
"34",2008,31,31141,"PLATTE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,176
"35",2008,31,31141,"PLATTE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,191
"36",2008,31,31143,"POLK","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,159
"37",2008,31,31143,"POLK","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,164
"38",2008,31,31153,"SARPY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,151
"39",2008,31,31153,"SARPY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,162
"40",2008,31,31155,"SAUNDERS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,149
"41",2008,31,31155,"SAUNDERS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,179
"42",2008,31,31159,"SEWARD","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,162
"43",2008,31,31159,"SEWARD","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,176
"44",2008,31,31177,"WASHINGTON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,154
"45",2008,31,31177,"WASHINGTON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,176
"46",2008,31,31185,"YORK","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,184
"47",2008,31,31185,"YORK","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,188
"48",2008,31,31015,"BOYD","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,122
"49",2008,31,31015,"BOYD","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,195
"50",2008,31,31017,"BROWN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,187
"51",2008,31,31031,"CHERRY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,190
"52",2008,31,31071,"GARFIELD","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,171
"53",2008,31,31071,"GARFIELD","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,180
"54",2008,31,31089,"HOLT","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,184
"55",2008,31,31089,"HOLT","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,188
"56",2008,31,31103,"KEYA PAHA","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,152
"57",2008,31,31103,"KEYA PAHA","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,170
"58",2008,31,31113,"LOGAN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,156
"59",2008,31,31113,"LOGAN","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,182
"60",2008,31,31115,"LOUP","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,170
"61",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,167
"62",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,186
"63",2008,31,31149,"ROCK","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,190
"64",2008,31,31183,"WHEELER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,151
"65",2008,31,31183,"WHEELER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,156
"66",2008,31,31003,"ANTELOPE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,176
"67",2008,31,31003,"ANTELOPE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,193
"68",2008,31,31011,"BOONE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,170
"69",2008,31,31011,"BOONE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,185
"70",2008,31,31021,"BURT","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,159
"71",2008,31,31021,"BURT","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,190
"72",2008,31,31027,"CEDAR","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,159
"73",2008,31,31027,"CEDAR","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,195
"74",2008,31,31039,"CUMING","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,160
"75",2008,31,31039,"CUMING","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,202
"76",2008,31,31043,"DAKOTA","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,172
"77",2008,31,31051,"DIXON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,162
"78",2008,31,31107,"KNOX","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,135
"79",2008,31,31107,"KNOX","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,188
"80",2008,31,31119,"MADISON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,150
"81",2008,31,31119,"MADISON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,171
"82",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,193
"83",2008,31,31139,"PIERCE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,171
"84",2008,31,31139,"PIERCE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,197
"85",2008,31,31167,"STANTON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,143
"86",2008,31,31167,"STANTON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,185
"87",2008,31,31173,"THURSTON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,163
"88",2008,31,31179,"WAYNE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,167
"89",2008,31,31179,"WAYNE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,200
"90",2008,31,31007,"BANNER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,104
"91",2008,31,31007,"BANNER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,136
"92",2008,31,31013,"BOX BUTTE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,140
"93",2008,31,31013,"BOX BUTTE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,147
"94",2008,31,31033,"CHEYENNE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,140
"95",2008,31,31033,"CHEYENNE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,157
"96",2008,31,31049,"DEUEL","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,142
"97",2008,31,31069,"GARDEN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,155
"98",2008,31,31123,"MORRILL","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,159
"99",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,114
"100",2008,31,31000,"OTHER (COMBINED) COUNTIES","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,157
"101",2008,31,31157,"SCOTTS BLUFF","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,150
"102",2008,31,31161,"SHERIDAN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,154
"103",2008,31,31165,"SIOUX","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,151
"104",2008,31,31001,"ADAMS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,181
"105",2008,31,31001,"ADAMS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,190
"106",2008,31,31061,"FRANKLIN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,173
"107",2008,31,31061,"FRANKLIN","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,194
"108",2008,31,31065,"FURNAS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,131
"109",2008,31,31065,"FURNAS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,187
"110",2008,31,31073,"GOSPER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,160
"111",2008,31,31073,"GOSPER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,186
"112",2008,31,31083,"HARLAN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,160
"113",2008,31,31083,"HARLAN","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,194
"114",2008,31,31099,"KEARNEY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,182
"115",2008,31,31099,"KEARNEY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,189
"116",2008,31,31137,"PHELPS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,199
"117",2008,31,31137,"PHELPS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,204
"118",2008,31,31181,"WEBSTER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,159
"119",2008,31,31181,"WEBSTER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,188
"120",2008,31,31035,"CLAY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,190
"121",2008,31,31035,"CLAY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,199
"122",2008,31,31059,"FILLMORE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,180
"123",2008,31,31059,"FILLMORE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,191
"124",2008,31,31067,"GAGE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,141
"125",2008,31,31067,"GAGE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,172
"126",2008,31,31095,"JEFFERSON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,161
"127",2008,31,31095,"JEFFERSON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,182
"128",2008,31,31097,"JOHNSON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,130
"129",2008,31,31097,"JOHNSON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,180
"130",2008,31,31127,"NEMAHA","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,142
"131",2008,31,31127,"NEMAHA","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,192
"132",2008,31,31129,"NUCKOLLS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,164
"133",2008,31,31129,"NUCKOLLS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,194
"134",2008,31,31131,"OTOE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,131
"135",2008,31,31131,"OTOE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,163
"136",2008,31,31133,"PAWNEE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,132
"137",2008,31,31133,"PAWNEE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,164
"138",2008,31,31147,"RICHARDSON","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,141
"139",2008,31,31147,"RICHARDSON","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,156
"140",2008,31,31151,"SALINE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,161
"141",2008,31,31151,"SALINE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,190
"142",2008,31,31169,"THAYER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,179
"143",2008,31,31169,"THAYER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,196
"144",2008,31,31029,"CHASE","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,176
"145",2008,31,31029,"CHASE","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,193
"146",2008,31,31057,"DUNDY","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,153
"147",2008,31,31057,"DUNDY","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,190
"148",2008,31,31063,"FRONTIER","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,136
"149",2008,31,31063,"FRONTIER","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,172
"150",2008,31,31085,"HAYES","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,158
"151",2008,31,31085,"HAYES","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,199
"152",2008,31,31087,"HITCHCOCK","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,103
"153",2008,31,31087,"HITCHCOCK","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,185
"154",2008,31,31101,"KEITH","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,158
"155",2008,31,31101,"KEITH","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,188
"156",2008,31,31111,"LINCOLN","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,166
"157",2008,31,31111,"LINCOLN","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,181
"158",2008,31,31135,"PERKINS","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,148
"159",2008,31,31135,"PERKINS","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,193
"160",2008,31,31145,"RED WILLOW","NEBRASKA","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,139
"161",2008,31,31145,"RED WILLOW","NEBRASKA","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",1,187
